,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,B.O.D. (mg/l) : Min : < 3 mg/l,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,CONDUCTIVITY (µmhos/cm) : Min,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,NITRATE- N+ NITRITE-N (mg/l) : Min,State,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,TEMPERATURE ºC : Min,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,pH : Min : 6.5-8.5,B.O.D. (mg/l) : Max : < 3 mg/l_imp,B.O.D. (mg/l) : Mean : < 3 mg/l_imp,B.O.D. (mg/l) : Min : < 3 mg/l_imp,CONDUCTIVITY (µmhos/cm) : Max_imp,CONDUCTIVITY (µmhos/cm) : Mean_imp,CONDUCTIVITY (µmhos/cm) : Min_imp,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml_imp,TEMPERATURE ºC : Max_imp,TEMPERATURE ºC : Mean_imp,TEMPERATURE ºC : Min_imp,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml_imp
383,,,,186.0,182.0,178.0,,,,1.2,0.9,0.6,tripura,27.5,26.8,26.0,,,,8.0,7.7,7.4,3.1707964601769913,2.6238938053097334,2.198230088495573,186.0,182.0,178.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.5,26.8,26.0,14249.386440677967,4048.237288135593,825.1254237288135
384,,,,366.0,345.0,330.0,,,,0.0,0.0,0.0,tripura,28.0,27.2,26.5,,,,7.8,7.7,7.6,3.1707964601769913,2.6238938053097334,2.198230088495573,366.0,345.0,330.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,27.2,26.5,14249.386440677967,4048.237288135593,825.1254237288135
385,,,,211.0,202.0,192.0,,,,0.8,0.7,0.6,tripura,28.3,27.7,26.9,,,,7.9,7.8,7.7,3.1707964601769913,2.6238938053097334,2.198230088495573,211.0,202.0,192.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.3,27.7,26.9,14249.386440677967,4048.237288135593,825.1254237288135
386,,,,108.0,101.0,98.0,,,,0.1,0.1,0.0,tripura,28.0,27.8,27.5,,,,7.7,7.7,7.6,3.1707964601769913,2.6238938053097334,2.198230088495573,108.0,101.0,98.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,27.8,27.5,14249.386440677967,4048.237288135593,825.1254237288135
387,,,,127.0,119.0,112.0,,,,0.0,0.0,0.0,tripura,28.0,27.5,27.0,,,,7.7,7.6,7.6,3.1707964601769913,2.6238938053097334,2.198230088495573,127.0,119.0,112.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,27.5,27.0,14249.386440677967,4048.237288135593,825.1254237288135
388,,,,149.0,145.0,141.0,,,,0.0,0.0,0.0,tripura,28.0,27.9,27.7,,,,7.9,7.7,7.4,3.1707964601769913,2.6238938053097334,2.198230088495573,149.0,145.0,141.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,27.9,27.7,14249.386440677967,4048.237288135593,825.1254237288135
389,,,,216.0,194.0,174.0,,,,0.0,0.0,0.0,tripura,27.3,27.2,27.0,,,,7.7,7.5,7.4,3.1707964601769913,2.6238938053097334,2.198230088495573,216.0,194.0,174.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.3,27.2,27.0,14249.386440677967,4048.237288135593,825.1254237288135
390,5.2,5.1,4.9,1072.0,1058.0,1044.0,100.0,90.0,80.0,4.2,4.0,3.9,uttar_pradesh_uttarakhand,24.0,23.0,22.0,220.0,195.0,170.0,7.0,6.9,6.9,5.2,5.1,4.9,1072.0,1058.0,1044.0,100.0,90.0,80.0,24.0,23.0,22.0,220.0,195.0,170.0
391,3.6,3.5,3.4,786.0,765.0,744.0,40.0,35.0,30.0,3.0,2.9,2.7,uttar_pradesh_uttarakhand,24.0,22.5,21.0,80.0,70.0,60.0,6.9,6.9,6.9,3.6,3.5,3.4,786.0,765.0,744.0,40.0,35.0,30.0,24.0,22.5,21.0,80.0,70.0,60.0
392,,,,674.0,674.0,674.0,,,,0.0,0.0,0.0,uttar_pradesh_uttarakhand,26.0,26.0,26.0,,,,7.7,7.7,7.7,3.1707964601769913,2.6238938053097334,2.198230088495573,674.0,674.0,674.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,14249.386440677967,4048.237288135593,825.1254237288135
393,,,,2987.0,2987.0,2987.0,,,,0.0,0.0,0.0,uttar_pradesh_uttarakhand,26.0,26.0,26.0,,,,7.4,7.4,7.4,3.1707964601769913,2.6238938053097334,2.198230088495573,2987.0,2987.0,2987.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,14249.386440677967,4048.237288135593,825.1254237288135
394,,,,2940.0,2940.0,2940.0,,,,0.0,0.0,0.0,uttar_pradesh_uttarakhand,26.0,26.0,26.0,,,,7.3,7.3,7.3,3.1707964601769913,2.6238938053097334,2.198230088495573,2940.0,2940.0,2940.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,14249.386440677967,4048.237288135593,825.1254237288135
395,,,,1202.0,1202.0,1202.0,,,,0.0,0.0,0.0,uttar_pradesh_uttarakhand,26.0,26.0,26.0,,,,7.5,7.5,7.5,3.1707964601769913,2.6238938053097334,2.198230088495573,1202.0,1202.0,1202.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,14249.386440677967,4048.237288135593,825.1254237288135
396,0.1,0.1,0.1,639.0,613.0,587.0,,,,0.3,0.2,0.0,uttar_pradesh_uttarakhand,25.8,25.4,25.0,,,,7.3,7.2,7.1,0.1,0.1,0.1,639.0,613.0,587.0,1887.5023041474653,1088.8341013824884,562.2764976958525,25.8,25.4,25.0,14249.386440677967,4048.237288135593,825.1254237288135
397,0.2,0.2,0.2,1182.0,1072.0,963.0,,,,24.8,17.5,10.2,uttar_pradesh_uttarakhand,26.0,25.5,25.0,,,,7.2,7.1,7.0,0.2,0.2,0.2,1182.0,1072.0,963.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,25.5,25.0,14249.386440677967,4048.237288135593,825.1254237288135
398,,,,3923.0,3923.0,3923.0,,,,3.9,3.9,3.9,uttar_pradesh_uttarakhand,29.0,29.0,29.0,,,,6.9,6.9,6.9,3.1707964601769913,2.6238938053097334,2.198230088495573,3923.0,3923.0,3923.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,14249.386440677967,4048.237288135593,825.1254237288135
399,,,,1109.0,1109.0,1109.0,,,,4.2,4.2,4.2,uttar_pradesh_uttarakhand,29.0,29.0,29.0,,,,7.4,7.4,7.4,3.1707964601769913,2.6238938053097334,2.198230088495573,1109.0,1109.0,1109.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,14249.386440677967,4048.237288135593,825.1254237288135
400,,,,869.0,622.0,315.0,,,,0.3,0.2,0.0,uttar_pradesh_uttarakhand,22.0,20.7,18.0,,,,7.8,7.7,7.6,3.1707964601769913,2.6238938053097334,2.198230088495573,869.0,622.0,315.0,1887.5023041474653,1088.8341013824884,562.2764976958525,22.0,20.7,18.0,14249.386440677967,4048.237288135593,825.1254237288135
401,,,,852.0,732.0,611.0,,,,0.2,0.2,0.2,uttar_pradesh_uttarakhand,21.0,21.0,21.0,,,,7.9,7.8,7.8,3.1707964601769913,2.6238938053097334,2.198230088495573,852.0,732.0,611.0,1887.5023041474653,1088.8341013824884,562.2764976958525,21.0,21.0,21.0,14249.386440677967,4048.237288135593,825.1254237288135
402,,,,740.0,625.0,510.0,,,,0.8,0.4,0.0,uttar_pradesh_uttarakhand,22.0,22.0,22.0,,,,7.2,7.2,7.1,3.1707964601769913,2.6238938053097334,2.198230088495573,740.0,625.0,510.0,1887.5023041474653,1088.8341013824884,562.2764976958525,22.0,22.0,22.0,14249.386440677967,4048.237288135593,825.1254237288135
403,,,,710.0,700.0,690.0,,,,0.8,0.4,0.0,uttar_pradesh_uttarakhand,23.0,22.5,22.0,,,,7.7,7.6,7.4,3.1707964601769913,2.6238938053097334,2.198230088495573,710.0,700.0,690.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,22.5,22.0,14249.386440677967,4048.237288135593,825.1254237288135
404,2.8,2.4,2.0,3880.0,2450.0,1020.0,,,,2.7,2.6,2.5,uttar_pradesh_uttarakhand,23.6,23.3,23.0,,,,7.3,6.9,6.6,2.8,2.4,2.0,3880.0,2450.0,1020.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.6,23.3,23.0,14249.386440677967,4048.237288135593,825.1254237288135
405,2.5,2.3,2.0,1943.0,1812.0,1680.0,,,,1.8,1.4,1.0,uttar_pradesh_uttarakhand,24.0,23.5,23.0,,,,7.0,6.7,6.4,2.5,2.3,2.0,1943.0,1812.0,1680.0,1887.5023041474653,1088.8341013824884,562.2764976958525,24.0,23.5,23.0,14249.386440677967,4048.237288135593,825.1254237288135
406,2.1,1.7,1.2,1250.0,1160.0,1070.0,,,,2.4,2.0,1.5,uttar_pradesh_uttarakhand,24.0,23.4,22.8,,,,7.1,6.8,6.4,2.1,1.7,1.2,1250.0,1160.0,1070.0,1887.5023041474653,1088.8341013824884,562.2764976958525,24.0,23.4,22.8,14249.386440677967,4048.237288135593,825.1254237288135
407,2.6,2.4,2.2,1800.0,1505.0,1210.0,,,,1.8,1.1,0.4,uttar_pradesh_uttarakhand,25.0,24.0,23.0,,,,7.2,6.9,6.5,2.6,2.4,2.2,1800.0,1505.0,1210.0,1887.5023041474653,1088.8341013824884,562.2764976958525,25.0,24.0,23.0,14249.386440677967,4048.237288135593,825.1254237288135
408,0.2,0.2,0.2,1418.0,1377.0,1336.0,,,,7.2,4.4,1.6,uttar_pradesh_uttarakhand,23.8,23.4,22.9,,,,7.4,7.3,7.2,0.2,0.2,0.2,1418.0,1377.0,1336.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.8,23.4,22.9,14249.386440677967,4048.237288135593,825.1254237288135
409,0.3,0.3,0.3,1324.0,1286.0,1248.0,,,,1.5,0.7,0.0,uttar_pradesh_uttarakhand,23.6,23.4,23.2,,,,7.3,7.2,7.1,0.3,0.3,0.3,1324.0,1286.0,1248.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.6,23.4,23.2,14249.386440677967,4048.237288135593,825.1254237288135
410,0.4,0.4,0.3,1336.0,1297.0,1258.0,,,,11.4,5.7,0.0,uttar_pradesh_uttarakhand,24.0,23.7,23.3,,,,7.0,6.9,6.7,0.4,0.4,0.3,1336.0,1297.0,1258.0,1887.5023041474653,1088.8341013824884,562.2764976958525,24.0,23.7,23.3,14249.386440677967,4048.237288135593,825.1254237288135
411,0.4,0.4,0.3,1015.0,999.0,982.0,,,,1.6,0.8,0.0,uttar_pradesh_uttarakhand,23.9,23.4,22.8,,,,7.3,7.3,7.2,0.4,0.4,0.3,1015.0,999.0,982.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.9,23.4,22.8,14249.386440677967,4048.237288135593,825.1254237288135
412,1.0,0.6,0.3,3300.0,2554.0,1142.0,,,,2.0,0.7,0.0,uttar_pradesh_uttarakhand,33.0,28.9,23.8,,,,7.6,7.3,7.1,1.0,0.6,0.3,3300.0,2554.0,1142.0,1887.5023041474653,1088.8341013824884,562.2764976958525,33.0,28.9,23.8,14249.386440677967,4048.237288135593,825.1254237288135
413,0.3,0.3,0.3,1142.0,1142.0,1142.0,,,,0.0,0.0,0.0,uttar_pradesh_uttarakhand,23.8,23.8,23.8,,,,7.6,7.6,7.6,0.3,0.3,0.3,1142.0,1142.0,1142.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.8,23.8,23.8,14249.386440677967,4048.237288135593,825.1254237288135
414,0.2,0.2,0.2,1092.0,1092.0,1092.0,,,,0.8,0.8,0.8,uttar_pradesh_uttarakhand,23.8,23.8,23.8,,,,7.6,7.6,7.6,0.2,0.2,0.2,1092.0,1092.0,1092.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.8,23.8,23.8,14249.386440677967,4048.237288135593,825.1254237288135
415,0.4,0.4,0.3,1337.0,1305.0,1272.0,,,,3.8,1.9,0.0,uttar_pradesh_uttarakhand,23.7,23.4,23.0,,,,7.3,7.2,7.2,0.4,0.4,0.3,1337.0,1305.0,1272.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.7,23.4,23.0,14249.386440677967,4048.237288135593,825.1254237288135
416,2.6,2.4,2.2,496.0,491.0,486.0,60.0,50.0,40.0,0.4,0.4,0.3,uttar_pradesh_uttarakhand,23.0,21.5,20.0,110.0,105.0,100.0,8.0,8.0,8.0,2.6,2.4,2.2,496.0,491.0,486.0,60.0,50.0,40.0,23.0,21.5,20.0,110.0,105.0,100.0
417,,,,1060.0,1010.0,960.0,,,,0.3,0.2,0.0,uttar_pradesh_uttarakhand,23.0,22.5,22.0,,,,7.6,7.6,7.6,3.1707964601769913,2.6238938053097334,2.198230088495573,1060.0,1010.0,960.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,22.5,22.0,14249.386440677967,4048.237288135593,825.1254237288135
418,,,,710.0,460.0,210.0,,,,0.8,0.4,0.0,uttar_pradesh_uttarakhand,21.0,20.5,20.0,,,,7.7,7.5,7.3,3.1707964601769913,2.6238938053097334,2.198230088495573,710.0,460.0,210.0,1887.5023041474653,1088.8341013824884,562.2764976958525,21.0,20.5,20.0,14249.386440677967,4048.237288135593,825.1254237288135
419,,,,792.0,697.0,601.0,,,,0.3,0.3,0.3,uttar_pradesh_uttarakhand,21.0,20.5,20.0,,,,7.8,7.8,7.7,3.1707964601769913,2.6238938053097334,2.198230088495573,792.0,697.0,601.0,1887.5023041474653,1088.8341013824884,562.2764976958525,21.0,20.5,20.0,14249.386440677967,4048.237288135593,825.1254237288135
420,,,,762.0,725.0,688.0,,,,0.4,0.4,0.4,uttar_pradesh_uttarakhand,22.0,21.5,21.0,,,,8.1,8.0,7.9,3.1707964601769913,2.6238938053097334,2.198230088495573,762.0,725.0,688.0,1887.5023041474653,1088.8341013824884,562.2764976958525,22.0,21.5,21.0,14249.386440677967,4048.237288135593,825.1254237288135
421,,,,2860.0,1382.0,983.0,0.0,0.0,0.0,0.0,0.0,0.0,uttar_pradesh_uttarakhand,31.2,26.2,17.2,0.0,0.0,0.0,7.9,7.6,7.3,3.1707964601769913,2.6238938053097334,2.198230088495573,2860.0,1382.0,983.0,0.0,0.0,0.0,31.2,26.2,17.2,0.0,0.0,0.0
422,0.3,0.3,0.3,601.0,560.0,520.0,,,,0.4,0.2,0.0,uttar_pradesh_uttarakhand,25.8,25.4,25.0,,,,7.5,7.4,7.2,0.3,0.3,0.3,601.0,560.0,520.0,1887.5023041474653,1088.8341013824884,562.2764976958525,25.8,25.4,25.0,14249.386440677967,4048.237288135593,825.1254237288135
423,,,,380.0,380.0,380.0,,,,0.0,0.0,0.0,uttar_pradesh_uttarakhand,20.0,20.0,20.0,,,,7.5,7.5,7.5,3.1707964601769913,2.6238938053097334,2.198230088495573,380.0,380.0,380.0,1887.5023041474653,1088.8341013824884,562.2764976958525,20.0,20.0,20.0,14249.386440677967,4048.237288135593,825.1254237288135
424,0.7,0.7,0.7,888.0,883.0,877.0,,,,0.5,0.4,0.4,west_bengal,28.0,27.5,27.0,,,,7.4,7.4,7.4,0.7,0.7,0.7,888.0,883.0,877.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,27.5,27.0,14249.386440677967,4048.237288135593,825.1254237288135
425,1.5,0.9,0.3,864.0,760.0,656.0,,,,0.5,0.4,0.3,west_bengal,33.0,32.0,31.0,,,,7.4,7.2,6.9,1.5,0.9,0.3,864.0,760.0,656.0,1887.5023041474653,1088.8341013824884,562.2764976958525,33.0,32.0,31.0,14249.386440677967,4048.237288135593,825.1254237288135
426,3.2,3.0,2.8,2170.0,2155.0,2140.0,,,,0.0,0.0,0.0,west_bengal,35.0,35.0,35.0,,,,7.3,7.2,7.1,3.2,3.0,2.8,2170.0,2155.0,2140.0,1887.5023041474653,1088.8341013824884,562.2764976958525,35.0,35.0,35.0,14249.386440677967,4048.237288135593,825.1254237288135
427,1.3,1.0,0.7,672.0,622.0,572.0,0.0,0.0,0.0,0.4,0.2,0.1,west_bengal,28.0,27.5,27.0,1.0,1.0,1.0,8.3,7.9,7.5,1.3,1.0,0.7,672.0,622.0,572.0,0.0,0.0,0.0,28.0,27.5,27.0,1.0,1.0,1.0
428,1.0,0.8,0.5,867.0,782.0,696.0,0.0,0.0,0.0,0.5,0.3,0.1,west_bengal,28.0,28.0,28.0,0.0,0.0,0.0,8.0,7.5,7.1,1.0,0.8,0.5,867.0,782.0,696.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0
429,2.0,1.3,0.6,2146.0,2045.0,1943.0,,,,0.1,0.1,0.0,west_bengal,29.0,28.5,28.0,,,,7.8,7.6,7.5,2.0,1.3,0.6,2146.0,2045.0,1943.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,28.5,28.0,14249.386440677967,4048.237288135593,825.1254237288135
430,1.6,1.0,0.4,1777.0,1729.0,1680.0,,,,0.0,0.0,0.0,west_bengal,29.0,28.5,28.0,,,,7.5,7.4,7.3,1.6,1.0,0.4,1777.0,1729.0,1680.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,28.5,28.0,14249.386440677967,4048.237288135593,825.1254237288135
431,1.5,1.1,0.7,1833.0,1824.0,1815.0,,,,0.1,0.1,0.0,west_bengal,28.0,27.5,27.0,,,,7.3,7.3,7.2,1.5,1.1,0.7,1833.0,1824.0,1815.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,27.5,27.0,14249.386440677967,4048.237288135593,825.1254237288135
432,1.0,0.7,0.4,1231.0,1220.0,1209.0,,,,0.0,0.0,0.0,west_bengal,28.0,27.5,27.0,,,,7.5,7.4,7.3,1.0,0.7,0.4,1231.0,1220.0,1209.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,27.5,27.0,14249.386440677967,4048.237288135593,825.1254237288135
433,1.0,0.7,0.3,926.0,889.0,852.0,7.0,7.0,7.0,0.6,0.3,0.1,west_bengal,28.0,27.5,27.0,9.0,9.0,9.0,7.8,7.7,7.7,1.0,0.7,0.3,926.0,889.0,852.0,7.0,7.0,7.0,28.0,27.5,27.0,9.0,9.0,9.0
434,2.0,2.0,2.0,817.0,763.0,708.0,,,,0.1,0.0,0.0,west_bengal,28.0,28.0,28.0,,,,7.6,7.4,7.3,2.0,2.0,2.0,817.0,763.0,708.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,14249.386440677967,4048.237288135593,825.1254237288135
435,1.1,0.9,0.7,1030.0,984.0,938.0,,,,1.0,0.5,0.1,west_bengal,29.0,29.0,29.0,,,,7.9,7.6,7.2,1.1,0.9,0.7,1030.0,984.0,938.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,14249.386440677967,4048.237288135593,825.1254237288135
436,1.8,1.1,0.5,924.0,593.0,261.0,,,,0.9,0.5,0.1,west_bengal,28.0,28.0,28.0,,,,7.9,7.6,7.3,1.8,1.1,0.5,924.0,593.0,261.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,14249.386440677967,4048.237288135593,825.1254237288135
437,0.6,0.4,0.3,2444.0,2407.0,2370.0,900.0,900.0,900.0,0.1,0.0,0.0,west_bengal,26.0,26.0,26.0,1600.0,1600.0,1600.0,7.6,7.5,7.3,0.6,0.4,0.3,2444.0,2407.0,2370.0,900.0,900.0,900.0,26.0,26.0,26.0,1600.0,1600.0,1600.0
438,1.3,0.8,0.3,1119.0,992.0,864.0,7.0,7.0,7.0,0.2,0.1,0.1,west_bengal,27.0,26.5,26.0,14.0,14.0,14.0,7.7,7.6,7.6,1.3,0.8,0.3,1119.0,992.0,864.0,7.0,7.0,7.0,27.0,26.5,26.0,14.0,14.0,14.0
439,1.1,0.7,0.3,1486.0,873.0,260.0,540.0,520.0,500.0,0.7,0.4,0.0,west_bengal,30.0,29.0,28.0,1600.0,1260.0,920.0,8.0,7.6,7.3,1.1,0.7,0.3,1486.0,873.0,260.0,540.0,520.0,500.0,30.0,29.0,28.0,1600.0,1260.0,920.0
440,0.4,0.4,0.4,2370.0,2320.0,2270.0,,,,0.0,0.0,0.0,west_bengal,30.0,29.5,29.0,,,,7.5,7.4,7.4,0.4,0.4,0.4,2370.0,2320.0,2270.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,29.5,29.0,14249.386440677967,4048.237288135593,825.1254237288135
441,1.0,0.7,0.4,1472.0,1461.0,1450.0,2.0,2.0,2.0,0.2,0.1,0.0,west_bengal,29.0,28.8,28.5,8.0,8.0,8.0,7.4,7.2,7.1,1.0,0.7,0.4,1472.0,1461.0,1450.0,2.0,2.0,2.0,29.0,28.8,28.5,8.0,8.0,8.0
442,0.8,0.6,0.5,928.0,917.0,905.0,,,,0.1,0.0,0.0,west_bengal,28.0,27.5,27.0,,,,7.6,7.6,7.5,0.8,0.6,0.5,928.0,917.0,905.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,27.5,27.0,14249.386440677967,4048.237288135593,825.1254237288135
443,0.6,0.6,0.6,1570.0,1520.0,1470.0,,,,0.3,0.2,0.1,west_bengal,28.0,27.5,27.0,,,,8.0,7.7,7.5,0.6,0.6,0.6,1570.0,1520.0,1470.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,27.5,27.0,14249.386440677967,4048.237288135593,825.1254237288135
444,1.3,1.0,0.7,2240.0,1979.0,1717.0,2.0,2.0,2.0,1.1,0.6,0.2,west_bengal,32.0,31.5,31.0,3.0,3.0,3.0,8.5,8.3,8.2,1.3,1.0,0.7,2240.0,1979.0,1717.0,2.0,2.0,2.0,32.0,31.5,31.0,3.0,3.0,3.0
445,2.6,1.4,0.1,384.0,366.0,348.0,0.0,0.0,0.0,0.4,0.2,0.1,west_bengal,30.0,27.5,25.0,0.0,0.0,0.0,8.4,7.9,7.3,2.6,1.4,0.1,384.0,366.0,348.0,0.0,0.0,0.0,30.0,27.5,25.0,0.0,0.0,0.0
446,1.1,1.0,1.0,565.0,560.0,554.0,0.0,0.0,0.0,1.0,0.6,0.1,west_bengal,29.0,28.3,27.5,0.0,0.0,0.0,7.8,7.6,7.4,1.1,1.0,1.0,565.0,560.0,554.0,0.0,0.0,0.0,29.0,28.3,27.5,0.0,0.0,0.0
447,1.1,0.7,0.3,410.0,398.0,385.0,0.0,0.0,0.0,0.4,0.3,0.2,west_bengal,29.0,28.5,28.0,0.0,0.0,0.0,7.8,7.6,7.5,1.1,0.7,0.3,410.0,398.0,385.0,0.0,0.0,0.0,29.0,28.5,28.0,0.0,0.0,0.0
448,1.4,0.9,0.4,1441.0,1345.0,1248.0,,,,0.4,0.4,0.4,west_bengal,33.0,33.0,33.0,,,,7.5,7.4,7.3,1.4,0.9,0.4,1441.0,1345.0,1248.0,1887.5023041474653,1088.8341013824884,562.2764976958525,33.0,33.0,33.0,14249.386440677967,4048.237288135593,825.1254237288135
449,0.3,0.3,0.3,535.0,492.0,448.0,,,,0.0,0.0,0.0,west_bengal,32.0,31.5,31.0,,,,7.5,7.3,7.1,0.3,0.3,0.3,535.0,492.0,448.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,31.5,31.0,14249.386440677967,4048.237288135593,825.1254237288135
450,0.8,0.7,0.6,116.0,108.0,100.0,,,,1.5,1.2,1.0,west_bengal,30.0,30.0,30.0,,,,7.4,7.3,7.2,0.8,0.7,0.6,116.0,108.0,100.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,30.0,30.0,14249.386440677967,4048.237288135593,825.1254237288135
451,0.8,0.7,0.6,590.0,494.0,398.0,,,,1.1,0.6,0.1,west_bengal,26.0,25.0,24.0,,,,7.6,7.3,7.0,0.8,0.7,0.6,590.0,494.0,398.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,25.0,24.0,14249.386440677967,4048.237288135593,825.1254237288135
452,0.8,0.6,0.4,1016.0,1012.0,1008.0,,,,0.0,0.0,0.0,west_bengal,28.5,27.8,27.0,,,,7.5,7.3,7.2,0.8,0.6,0.4,1016.0,1012.0,1008.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.5,27.8,27.0,14249.386440677967,4048.237288135593,825.1254237288135
453,0.7,0.5,0.2,500.0,465.0,429.0,,,,0.7,0.4,0.1,west_bengal,29.0,27.5,26.0,,,,7.9,7.5,7.2,0.7,0.5,0.2,500.0,465.0,429.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,27.5,26.0,14249.386440677967,4048.237288135593,825.1254237288135
454,0.4,0.2,0.1,663.0,545.0,426.0,,,,0.3,0.2,0.2,west_bengal,29.0,28.0,27.0,,,,8.0,7.6,7.1,0.4,0.2,0.1,663.0,545.0,426.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,28.0,27.0,14249.386440677967,4048.237288135593,825.1254237288135
455,1.2,0.7,0.2,101.0,93.0,85.0,80.0,75.0,70.0,0.3,0.2,0.1,west_bengal,28.0,27.0,26.0,140.0,130.0,120.0,7.4,7.2,7.0,1.2,0.7,0.2,101.0,93.0,85.0,80.0,75.0,70.0,28.0,27.0,26.0,140.0,130.0,120.0
456,2.5,1.6,0.8,796.0,774.0,752.0,2.0,2.0,2.0,0.5,0.5,0.4,west_bengal,29.5,29.3,29.0,4.0,4.0,4.0,7.5,7.3,7.1,2.5,1.6,0.8,796.0,774.0,752.0,2.0,2.0,2.0,29.5,29.3,29.0,4.0,4.0,4.0
457,0.9,0.7,0.4,714.0,689.0,663.0,,,,0.7,0.7,0.7,west_bengal,29.0,28.5,28.0,,,,7.5,7.1,6.8,0.9,0.7,0.4,714.0,689.0,663.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,28.5,28.0,14249.386440677967,4048.237288135593,825.1254237288135
458,1.9,1.5,1.1,594.0,573.0,552.0,,,,0.4,0.4,0.4,west_bengal,68.0,67.0,66.0,,,,9.3,9.3,9.3,1.9,1.5,1.1,594.0,573.0,552.0,1887.5023041474653,1088.8341013824884,562.2764976958525,68.0,67.0,66.0,14249.386440677967,4048.237288135593,825.1254237288135
459,1.3,1.0,0.7,929.0,795.0,660.0,,,,0.8,0.7,0.6,west_bengal,29.0,29.0,29.0,,,,7.4,6.7,6.1,1.3,1.0,0.7,929.0,795.0,660.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,14249.386440677967,4048.237288135593,825.1254237288135
460,0.7,0.6,0.5,493.0,488.0,482.0,,,,0.2,0.2,0.2,west_bengal,31.0,30.5,30.0,,,,7.3,7.1,6.9,0.7,0.6,0.5,493.0,488.0,482.0,1887.5023041474653,1088.8341013824884,562.2764976958525,31.0,30.5,30.0,14249.386440677967,4048.237288135593,825.1254237288135
